Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b0d9a8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d568]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b79440]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832ec]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+454ea4]
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::Surface::ProducerListenerProxy::onBufferReleased()
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7ee60]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.getDrawableRenderNode
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               free_unref_page_prepare
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+44cd48]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               free_unref_page_list
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               do_mem_abort
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::CodeInfo::CodeInfo(unsigned char const*, unsigned long*)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               avtab_search_node
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skgpu::ganesh::AtlasTextOp::finalize(GrCaps const&, GrAppliedClip const*, GrClampType)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c1c0]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               put_timespec64
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::gc::ReferenceQueue::AtomicEnqueueIfNotEnqueued(art::Thread*, art::ObjPtr<art::mirror::Reference>)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+cc6c74]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83c60]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::mirror::DexCache::VisitNativeRoots<(art::VerifyObjectFlags)0, (art::ReadBarrierOption)1, art::gc::collector::MarkCompact::ImmuneSpaceUpdateObjVisitor, art::gc::collector::MarkCompact::ImmuneSpaceUpdateObjVisitor::operator()(art::mirror::Object*) const::'lambda'(void*)>(art::gc::collector::MarkCompact::ImmuneSpaceUpdateObjVisitor const&, art::gc::collector::MarkCompact::ImmuneSpaceUpdateObjVisitor::operator()(art::mirror::Object*) const::'lambda'(void*) const&)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               enable_irq
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83378]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               cpus_read_unlock
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::gc::Heap::UnBindBitmaps()
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkWorkingFormatColorFilter::onFilterColor4f(SkRGBA4f<(SkAlphaType)2> const&, SkColorSpace*) const
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8bf00]
0.01%     0.01%  /vendor/lib/modules/wlan.ko                                                                                                                     wlan_objmgr_psoc_get_comp_private_obj
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::gc::collector::MarkCompact::CompactPage<true>(art::mirror::Object*, unsigned int, unsigned char*, unsigned char*, bool)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::gc::accounting::CardTable::ModifyCardsAtomic<art::gc::AgeCardVisitor, art::VoidFunctor>(unsigned char*, unsigned char*, art::gc::AgeCardVisitor const&, art::VoidFunctor const&)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::gc::accounting::Bitmap::VisitSetBits<art::gc::accounting::CardBitVisitor>(unsigned long, unsigned long, art::gc::accounting::CardBitVisitor const&) const
0.01%     0.01%  /system/lib64/libbinder.so                                                                                                                      android::Parcel::read(android::Parcel::FlattenableHelperInterface&) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.TextView.isMarqueeFadeEnabled
0.01%     0.01%  /system/lib64/libbinder.so                                                                                                                      android::IInterface::asBinder(android::sp<android::IInterface> const&)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::queue_complete_cleanup_cb(void*)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::mirror::VisitDexCachePairs<(art::ReadBarrierOption)0, art::gc::accounting::AddToReferenceArrayVisitor, art::mirror::DexCachePairArray<art::mirror::Class, 1024ul>>(art::mirror::DexCachePairArray<art::mirror::Class, 1024ul>*, unsigned long, art::gc::accounting::AddToReferenceArrayVisitor const&)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::SkiaCanvas::translate(float, float)
0.01%     0.01%  /system/lib64/libcutils.so                                                                                                                      atrace_get_enabled_tags
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::gc::accounting::AddToReferenceArrayVisitor::VisitRoot(art::mirror::CompressedReference<art::mirror::Object>*) const
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           void art::ArtMethod::VisitRoots<(art::ReadBarrierOption)0, true, art::gc::accounting::AddToReferenceArrayVisitor const>(art::gc::accounting::AddToReferenceArrayVisitor const&, art::PointerSize)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.Editor.sendOnTextChanged
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c1e8]
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               vulkan::debug_utils_object_map::size() const
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               gfp_zone
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cd7c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed6c80]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b3a6b0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c944]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83448]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8315c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d6a8]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cd58]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83470]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83348]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+bfbdf0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7e8c0]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cd6c]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed87f4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83c68]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d674]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+8b94cc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+cc74a4]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d5fc]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+444a30]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d6a4]
